a 啊 唉 哎
aa 阿 啊 吖 嗄 腌 锕
aaaa 啊啊 啊啊啊
aaba 阿爸
xyta 象牙塔
xytc 熏陶
xytj 逍遥叹
xytm 下雨天 熏天 巡天
xytn 吓一跳
xytr 埙
xytu 西雅图
xyty 解衣推食
xytz 小丫头
xyu 下意识
xyub 喜忧参半
xyuc 巡哨
xyud 下意识的 逊色
xyue 信用社
xyuf 西洋参
xyuh 解疑释惑
xyui 巡视 寻事 训示
xyuj 巡山
xyuu 协议书
xyuv 骁勇善战
xyux 休养生息
xyuy 驯顺
xyuz 驯兽 驯熟
xyv 寻找
xyvc 寻找
xyvg 熏蒸 信用证
xyvh 勋章
xyvi 殉职 下意识 熏制 寻址
xyvj 巡展 下一站
xyvt 象牙之塔
xyvu 小业主 吸引住
xyvv 学有专长
xyvy 学以致用
xyvz 小宇宙
xyw 珣
xywf 询问 寻问 讯问
xywh 夕阳无限好 校园网
xywi 习以为常
xywm 相依为命
xywo 珣
xywv 信以为真
xyww 羞与为伍 逊位 寻味
xywx 咸与维新
xywy 虚与委蛇
xyx 恂 想一想
xyxb 寻衅
xyxd 形影相吊
xyxf 血雨腥风
xyxi 小游戏 新游戏 讯息
xyxk 幸运星 巡幸
xyxl 熏香 想一想
xyxm 浚县 寻仙
xyxn 笑一笑
xyxo 恂
xyxr 萧亚轩
xyxs 形影相随 衔尾相随
xyxu 循序
xyxx 夕阳西下
xyxy 闲言闲语
xyy 讯 醺 询 训
xyyc 消炎药
xyye 下一页 勋业 巡夜
xyyg 需要一个
xyyh 闲云野鹤 驯养 喜洋洋 旬阳 醺
xyyi 训 响尾蛇 寻医 巡弋
xyyj 心有余悸 吸油烟机 巡演
xyyk 喜盈盈 笑盈盈
xyym 心猿意马
xyyo 询
xyyq 吸引眼球
xyyr 下议院 解说员
xyys 需要用
xyyu 讯 逊于 学英语 训育
xyyy 小隐隐于野
xyyz 心有余而力不足 想拥有 寻幽 巡游
xyz 迅 巡 逊
xyzg 兴妖作怪
xyzh 殉葬
xyzi 荀子 小燕子 小姨子
xyzo 需要做
xyzu 寻租 迅
xyzv 巡
xyzx 逊
xyzz 逍遥自在
xz 现在 选择
xzb 心脏病
xzbd 行踪不定
xzbj 写字板
xzbk 心脏病
xzfh 小作坊
xzfw 学杂费
xzh 现在还
xzhc 选择好
xzhd 现在还
xzhm 心醉魂迷
xziq 下自成蹊
xzj 写字间
xzjm 写字间
xzkl 现在看来
xzl 写字楼
xzlb 仙踪林
xzlh 幸灾乐祸
xzli 箱子里
xzlu 现在来说
xzlz 写字楼
xzm 瞎琢磨
xzmj 寻踪觅迹
xzmo 瞎琢磨
xzmx 瞎子摸象
xzmy 瞎子摸鱼
xzq 协奏曲
xzqi 下载器
xzqr 选择权
xzqu 协奏曲
xzr 闲杂人
xzrd 闲杂人等
xzrj 惜字如金
xzsd 小组赛
xzt 写字台
xztd 写字台
xzti 选择题
xzu 现在是
xzui 现在是
xzul 削足适履
xzum 心醉神迷
xzvh 小组长
xzwf 写作文
xzx 选择性
xzxi 新泽西
xzxk 选择性
xzxs 孝子贤孙
xzy 写作业
xzye 写作业
xzyf 雄姿英发
xzyg 降尊纡贵
xzyj 现在已经
xzyz 现在又
xzzq 西藏自治区
y 一 由
ya 亚 压 押 鸦 鸭 呀 丫 芽 牙 蚜 崖 衙 涯 雅 哑 讶 轧 伢 垭 揠 吖 岈 迓 娅 琊 桠 氩 砑 碣 睚 堐 姶 猰 玡
yaa 牙 亚
yaan 雅安
yaap 牙
yaay 亚
yab 丫
yaba 哑巴
yabc 押宝
yabi 崖壁
yabj 压板
yabl 丫
yabm 压扁
yabn 押镖
yac 芽
yacy 芽
yad 涯
yadc 压倒
yadh 亚当 押当
yadi 压低
yadj 鸭蛋
yadk 压顶
yadm 雅典 压电
yadn 牙雕
yadr 压断
yads 亚东
yadt 涯
yadv 押队
yadw 压得
yady 雅顿
yae 崖 岈
yaet 崖
yaey 岈
yaf 押 揠
yaff 牙粉
yafg 牙缝
yafh 雅芳
yafj 押
yafn 揠
yafu 压服
yafw 亚非
yag 牙膏
yagc 牙膏
yagd 压盖
yage 雅阁 雅歌
yagf 压根 牙根
yagl 亚光 哑光
yagr 雅观 牙关 亚冠
yagv 有碍观瞻
yagz 牙垢
yah 雅虎
yahc 雅号
yahf 压痕
yaho 哑火
yahr 丫环 丫鬟
yahu 雅虎
yahv 牙慧 押回
yahw 雅黑
yahz 押后
yai 压 衙 蚜 轧
yaid 压
yaie 押车
yaii 牙齿 衙
yail 牙床
yais 蚜虫
yaiv 轧
yaiy 蚜
yaj 鸭
yajb 押金
yaji 压挤
yajk 雅静
yajm 牙尖
yajn 鸭
yajp 押解 芽接 雅洁 压价
yaju 哑剧 押车
yajx 压价
yajy 亚军
yak 呀 吖 哑
yake 牙科 雅克 亚克
yaki 有案可查
yakj 有案可稽
yakr 押款
yaku 压库
yakx 压垮
yaky 哑 呀 吖
yakz 牙口
yal 压力
yalc 雅乐
yali 压力 雅丽 鸭梨
yalk 哑铃
yall 雅量
yam 桠
yama 亚麻
yamc 亚贸
yamf 衙门
yami 哑谜
yamy 桠
yan 娅 姶
yank 姶
yanw 衙内
yany 娅
yao 睚
yaot 睚
yaou 亚欧
yap 压迫
yapc 哑炮
yapj 压盘
yapk 压平
yapm 鸦片 压扁
yapo 压迫 崖坡
yapw 雅培
yaq 氩 猰
yaqd 猰
yaql 压强
yaqm 牙签
yaqu 雅趣
yaqy 氩
yar 伢
yarf 雅人
yarj 哑然 讶然
yars 鸭绒
yary 伢
yarz 鸭肉
yas 压缩
yasd 雅思
yase 亚瑟
yasi 压死
yaso 压缩
yass 押送
yasu 雅俗
yasv 压碎 压岁
yat 垭 堐
yata 压塌
yatc 牙套
yatd 亚太 亚泰
yate 亚特
yatg 牙疼
yati 押题
yatk 丫挺
yatn 压条
yats 牙痛 压痛
yatt 堐
yatv 压腿 鸭腿
yaty 垭
yatz 丫头 鸭头
yau 砑 碣
yaue 鸭舌
yauh 因爱生恨
yaui 雅士 牙石 亚视
yauv 碣
yaux 牙刷
yauy 砑
yav 亚洲
yava 压榨
yavd 牙祭
yave 压着
yavf 压阵
yavg 雅正
yavi 压制 雅致
yavo 压着
yavu 压住 压铸 押注
yavz 亚洲 压轴
yaw 琊 玡
yawe 琊
yawf 压纹
yawh 押往
yawj 压弯
yawy 玡
yax 雅兴
yaxb 亚信
yaxk 雅兴
yaxl 压降
yaxm 牙线 压线
yaxp 鸭血 押解
yaxt 鸭血
yaxx 压下
yay 雅 讶 鸦
yaya 牙牙 呀呀 丫丫
yayb 牙龈
yayf 雅
yayh 又爱又恨
yayi 压抑 牙医 雅意 亚裔 衙役
yayj 雅言
yayn 鸦
yayr 雅苑
yayu 亚于 哑语
yayy 押韵 亚运 迎奥运 押运 讶
yaz 迓
yazd 压在
yazi 鸭子
yazo 雅座
yazu 押租
yazy 迓
yb 因 隐 茵 荫 殷 音 阴 姻 吟 银 淫 寅 饮 尹 引 印 胤 鄞 圻 垠 堙 茚 吲 吲 喑 狺 夤 洇 氤 铟 瘾 窨 蚓 霪 龈 嚚 崟 愔 慭 歅 溵 珢 硍 禋 蟫 訚 骃 龂
yba 阴暗
ybae 䲟
yban 阴暗
ybb 瘾 寅 窨
ybba 眼巴巴 一把把 印巴
ybbb 寅 以不变应万变
ybbc 引爆
ybbd 银白
ybbf 印本
ybbh 夜不闭户
ybbi 隐蔽 荫蔽 荫庇 银币
ybbj 一般般
ybbk 因病
ybbl 一把鼻涕一把泪
ybbm 一遍遍
ybbn 音标 欲罢不能 月报表
ybbo 窨 音波
ybbq 一病不起
ybbt 衣不蔽体
ybbu 一步步 阴部
ybbw 银杯
ybbx 瘾
ybc 荫 茵 茚
ybcc 一步错，步步错 阴曹
ybcd 茵
ybce 茚
ybch 隐藏
ybci 因此 印次
ybco 荫
ybd 淫 洇 溵
ybdc 引导 阴道 一边倒 一把刀 引到
ybdd 洇 音带
ybde 引得 阴德
ybdh 淫荡
ybdi 阴蒂
ybdj 饮弹
ybdk 银锭 说不定
ybdn 音调
ybdo 一百多
ybdp 阴跌
ybdr 淫
ybds 引动
ybdt 一步登天
ybdu 印度 阴毒 有病毒 音读 引渡
ybdv 预备队
ybdw 一步到位 由不得 怨不得 要不得 引得 说不得
ybdy 溵 隐遁
ybdz 引逗
ybe 阴 隐 崟
ybeg 掩鼻而过
ybej 崟
ybeo 阴
yber 因而 银耳
ybex 隐
ybey 一般而言
ybf 一部分
ybfa 引发 印发 银发
ybff 一部分 银粉
ybfg 阴风
ybfh 样板房
ybfq 月白风清
ybfr 一部分人
ybfu 音符 阴阜 隐伏 淫妇 饮服
ybg 引
ybgf 银根 食不果腹
ybgk 引怪
ybgl 银光 引
ybgo 因果
ybgr 迎宾馆
ybgs 夜不归宿 阴功 因公
ybgu 因故
ybgv 音轨
ybgw 食不甘味
ybgx 一笔勾销 夜不归宿
ybgy 淫棍
ybgz 阴沟
ybh 也不会
ybhb 一报还一报
ybhc 引号
ybhd 银海
ybhe 银河 阴核
ybhf 饮恨 阴狠 印痕
ybhh 银行 引航
ybhj 隐含 一把汗 银汉
ybhl 有百害而无一利
ybhm 烟波浩渺
ybho 引火
ybhr 隐患 银环
ybhs 银红
ybhu 阴户 银湖 银狐
ybhv 隐晦 阴晦 隐讳 淫秽 银灰
ybhx 印花 一般化 淫画 银花 银华
ybhy 阴魂 银婚
ybi 蚓 蟫
ybia 饮茶 音叉
ybic 印钞
ybid 银钗
ybif 阴沉
ybig 言必称 银城
ybih 吟唱
ybij 引产
ybil 哑巴吃黄连 蚓
ybim 夜不成寐
ybir 银川
ybis 引种
ybiu 引出 永不超生 吟出 印出 说不出 蟫
ybiy 阴唇
ybj 银 铟
ybjb 引进
ybjd 铟
ybjf 眼不见，心不烦 眼不见心不烦
ybjg 银
ybji 印记 阴极 隐疾 印机 印迹
ybjj 眼不见为净
ybjk 阴茎 引颈
ybjl 由表及里 银匠 银奖
ybjm 引荐 阴间 眼不见 淫贱 印鉴 银剑 样板间 引见
ybjn 引脚
ybjp 音节 音阶 引介
ybjq 饮酒 一杯酒
ybjr 也不尽然 语不惊人
ybju 隐居
ybjx 语不惊人死不休
ybjy 言不及义 言不尽意
ybk 吟 因 吲 吲 喑 嚚
ybkd 引开 因
ybkj 遥不可及 愚不可及
ybkk 嚚
ybkl 吲 银矿
ybkn 也不可能
ybko 喑 应包括
ybkq 一鼻孔出气
ybkt 仰不愧天
ybkv 吟
ybky 也不可以 吲
ybl 音 慭
yblc 淫乐 音乐
ybld 引来
yble 淫乐
yblg 阴冷
yblh 亚伯拉罕
ybli 阴历 引力
yblk 引领
ybll 音量 荫凉 阴凉 银两 银亮
yblm 银联
ybln 饮料 用不了 说白了
yblo 音
yblq 引流
yblr 淫乱
yblu 一不留神 引路
yblv 音律
yblw 也不例外
yblx 慭 有背良心
ybly 引论
yblz 银楼
ybm 訚 骃
ybma 音码 饮马
ybmc 阴毛
ybmd 阴霾 骃
ybmi 隐秘 隐密 淫靡
ybmj 隐瞒
ybmk 訚 因明
ybmm 阴面
ybmo 隐没 一百万
ybmq 一碧万顷
ybmu 银幕 印模
ybmz 阴谋
ybn 姻 鄞
ybnb 因您
ybnd 姻
ybne 鄞
ybng 又不能
ybnh 阴囊
ybni 印尼 隐匿 印泥
ybnm 夜不能寐
ybnu 也不能说
yboo 吟哦
ybp 印 殷 胤 禋
ybpb 音频 饮品
ybpd 银牌
ybpe 印
ybpj 仪表盘
ybpk 银屏 阴平
ybpm 犹抱琵琶半遮面
ybpn 银票
ybpt 禋
ybpu 印谱
ybpv 胤
ybpy 殷
ybq 狺 氤
ybqb 殷勤 姻亲
ybqd 氤
ybqi 引起 阴气 因其 饮泣 银器
ybqk 引擎 阴晴 隐情 说不清 狺
ybql 音强
ybqm 一笔钱
ybqn 引桥
ybqp 殷切
ybqr 养兵千日
ybqu 养兵千日，用兵一时 隐去 音区 养兵千日用兵一时
ybr 要不然
ybrc 义不容辞
ybrf 一般人 隐忍 引人
ybrg 衣不如新，人不如故
ybrj 印染 隐然 要不然 引燃
ybrm 原班人马
ybrs 音容
ybru 引入 用兵如神
ybry 也不容易
ybrz 阴柔
ybs 也不算
ybse 银色
ybsf 阴森
ybsg 夜半三更
ybsi 隐私 阴司 阴私 因私 银丝
ybsr 也不算
ybss 吟诵 银松
ybst 一步三回头
ybsu 因素 音速 音素
ybsv 一波三折
ybsy 阴损
ybt 垠 圻 堙
ybtd 一败涂地 银泰
ybtg 垠
ybth 印堂
ybtj 圻
ybtm 阴天
ybtn 银条 音调
ybts 隐痛
ybtt 堙
ybtv 隐退 引退
ybu 又不是 饮 硍
ybua 隐杀 银沙
ybud 银白色 银色 音色
ybuf 隐身 引申
ybug 硍
ybuh 用不上 因伤 引上 说不上
ybui 饮食 阴湿 也不是 隐士 又不是 演播室 吟诗 因式 银饰 要不是 阅兵式
ybuj 阴山 银山
ybun 一把屎一把尿
ybuo 因数 印数
ybur 饮
ybuu 引述 淫书 印书
ybuv 饮水 一杯水 淫水 引水 邪不胜正
ybuw 也不失为
ybux 印刷
ybuz 一把手 印绶
ybv 尹 龈 龂
ybvb 以暴制暴
ybvc 用不着
ybvd 也不知道 阴宅
ybve 印着 隐者 引者
ybvf 银针
ybvg 印证 银证 引证 龈
ybvh 印章 音障 音长
ybvi 印制 阴鸷 因之 音质 引致
ybvj 一本正经 龂
ybvl 一臂之力
ybvo 用不着 印着
ybvp 尹
ybvq 玉不琢，不成器
ybvs 隐衷
ybvw 食不知味
ybvx 一把抓
ybvy 一步之遥 音准 说不准
ybw 因为 珢
ybwe 一般无二
ybwf 引文 阴文 印纹
ybwg 也不为过 珢
ybwh 有备无患
ybwj 一百万 用不完
ybwl 一本万利
ybwo 有把握
ybwp 一波未平 余波未平
ybwq 一波未平一波又起
ybwu 引物
ybww 因为 淫威 淫猥 引为
ybx 夤 愔 歅
ybxb 音信 印信 引信 夤
ybxd 衣不解带
ybxg 言必信，行必果 言必信行必果
ybxi 因袭 鹬蚌相持 印玺 样板戏
ybxk 隐形 阴性 隐性 一般性 银杏 音形
ybxl 印象 音响 音箱 音像 引向
ybxm 阴险 阴线 隐现 银线 引线
ybxn 音效 阴笑 淫笑
ybxo 愔
ybxp 淫亵 银屑
ybxq 咽不下这口气
ybxr 歅
ybxt 一比吓一跳
ybxu 阴虚
ybxv 鹬蚌相争
ybxx 一不小心 一瓣心香
ybxy 音讯 因循 食不下咽
yby 霪
ybya 喑哑
ybyb 一步一步 茵茵 阴阴 隐隐 以暴易暴
ybyc 要不要
ybyd 也不一定
ybye 淫邪
ybyf 一饱眼福 游必有方
ybyg 也不应该
ybyh 阴阳
ybyi 音译 预备役 一比一 饮食 银翼 引以
ybyj 引言 饮宴 言必有据 食不厌精
ybyk 阴影 因应 银英
ybyq 亦步亦趋
ybyr 姻缘 也不愿 一百元 因缘 银元 霪
ybys 引用 饮用 用不用 吟咏
ybyt 音乐 隐约 银月 义薄云天
ybyu 阴雨 艺不压身 阴郁 隐喻 隐语 淫雨 饮誉 音域
ybyv 言不由衷 邪不压正 言必有中
ybyx 一悲一喜
ybyy 愿不愿意 一步一个脚印 阴云 有板有眼 一板一眼 氤氲 音韵
ybyz 引诱 一兵一卒 隐忧 因由 印有
ybz 一辈子
ybzb 一败再败
ybzd 印在
ybzh 一鼻子灰 隐藏
ybzi 银子 一辈子 因子 鸭脖子 引子 引自 引资
ybzo 银座
ybzq 玉不琢不成器
ybzw 淫贼
ybzx 一不做，二不休 一不做二不休
ybzy 有鼻子有眼
yc 要 侥 乐 疟 邀 腰 妖 瑶 摇 尧 遥 窑 谣 姚 咬 舀 药 耀 约 钥 夭 爻 吆 崾 徭 幺 珧 杳 轺 曜 肴 铫 鹞 窈 繇 鳐 垚 媱 峣 滧 猺 窅 隃 靿
yca 尧 鳐
ycaf 鳐
ycai 要隘
ycan 要案 要按
ycaw 尧
ycb 窑 疟 窈 窅
ycba 疟 摇把 要把
ycbc 腰包
ycbd 摇摆 用词不当
ycbf 窑
ycbi 要比
ycbj 腰板 要办
ycbl 窈
ycbo 窅
ycbu 腰部 药补 要不
ycbw 腰背
ycc 药
yccc 药草
yccd 药材
ycce 遥测
ycci 一次次 爻辞
yccs 要从
yccu 药
ycd 要道 滧
ycda 要打
ycdc 要道 腰刀 要到 妖道
ycdd 腰带 要带
ycde 要得
ycdf 阴曹地府
ycdg 要等
ycdh 摇荡 要当
ycdi 要地 要低
ycdj 药单
ycdk 咬定
ycdm 要点 药典 药店
ycdn 咬掉
ycdo 要多
ycdr 咬断 要端
ycds 摇动 窑洞
ycdv 要对
ycdw 滧 要得
ycdz 以词定字
yce 崾 峣 隃
yced 隃
ycej 一蹴而就
ycel 由此而来
ycen 崾
ycer 幺儿 药饵
ycew 峣
ycf 摇
ycff 药粉 摇
ycfg 妖风
ycfh 药方 药房
ycfi 异彩纷呈
ycfj 要犯 要饭
ycfw 药费
ycg 靿
ycgc 药膏 要搞 要高
ycgf 要跟
ycgj 一寸光阴一寸金 遥感 摇杆 要干
ycgk 妖怪
ycgl 靿
ycgo 腰果 咬过 要过
ycgr 药罐 要官
ycgs 邀功
ycgu 腰鼓 腰骨
ycgy 摇滚
ych 要好
ychc 要好 摇号
ychd 要害
yche 吆喝 药盒 咬合
ychj 摇撼
ychl 摇晃
ycho 要活 要货
ychu 吆呼 要和
ychv 要回
ychx 油菜花 要花
yci 徭 轺
ycia 药茶 药叉
ycif 徭
ycih 药厂 以次充好
ycii 瑶池 要吃
ycik 轺
ycir 谣传 要穿
ycis 邀宠
yciu 舀出 要出
ycj 钥 铫
ycjb 要紧 由此及彼 咬紧 要津
ycjd 铫
ycjg 有错就改
ycji 药剂 腰际 要给 疟疾 妖姬
ycjk 妖精
ycjl 摇奖 要将 要讲
ycjm 腰间 药监 药检 要见 要件
ycjn 要叫 要交
ycjo 钥
ycjp 药价 要价 妖界
ycjq 药酒
ycjt 要诀
ycju 药具 摇车
ycjx 要价 要加
yck 咬 吆
yckc 要考 要靠
yckd 要开
yckj 要看 由此可见 遥看 一蹴可几
yckk 要快
yckl 由此看来
ycks 遥控
ycku 药库 要哭
yckv 由此可知
yckx 咬
ycky 吆
ycl 原材料
ycld 要来
ycli 药理 药力 腰里
yclj 摇篮
yclk 要领 摇铃
ycll 药量
yclm 要脸 腰链
ycln 原材料 药料 咬了 摇了 要了
yclt 以此类推
yclu 摇橹 窑炉 要路
ycm 杳
ycma 要吗
ycmd 要卖 要买 姚麦
ycme 要么
ycmk 要命 药名 姚明
ycmm 药棉
ycmo 妖魔 要么 杳
ycmu 要目
ycmw 妖媚 妖魅 幺妹
ycn 妖 姚 媱
ycna 要拿
ycnd 姚
ycnf 媱
ycng 要能
ycnh 药囊
ycni 要你
ycnp 妖孽
ycns 药农
ycnv 妖女
ycny 妖
yco 腰 曜
ycof 曜
ycon 腰
ycp 夭 乐 舀 鹞 繇
ycpb 药品
ycpd 乐 腰牌 要拍 夭
ycpi 要被
ycpj 舀
ycpk 药瓶
ycpm 药片
ycpn 鹞
ycpo 咬破
ycpu 药铺
ycpx 繇
ycq 邀请 猺
ycqf 猺
ycqi 妖气 药企
ycqk 邀请 要请
ycql 要强
ycqm 要钱
ycqq 要求
ycqu 要去 应采取
ycr 侥
ycrc 妖娆
ycrf 咬人 邀人 要人
ycrh 要让
ycrj 杳然
ycrw 侥
ycs 约
ycsd 要塞
ycsi 要死 咬死
ycsr 腰酸
ycss 要送
ycsu 要素 约
yct 摇头 垚
yctg 腰疼
yctk 要听
yctn 窈窕
ycts 腰痛
yctt 垚
yctu 与此同时
yctv 腰腿
yctz 摇头 洋葱头
ycu 钥匙
ycua 要杀
ycuc 要少
ycue 咬舌
ycuf 腰身 摇身
ycuh 咬伤 腰上 舀汤
ycui 要是 药师 要事 要使
ycuj 因材施教 药膳
ycuo 要说
ycuu 妖术
ycuv 药水 舀水
ycuy 尧舜
ycv 幺
ycvc 要找
ycvd 遥祭
ycve 夭折
ycvf 药疹
ycvh 要账
ycvi 腰肢 遥指 要职 要旨
ycvj 腰斩
ycvl 药妆
ycvo 咬着 摇着
ycvr 肴馔
ycvs 幺
ycvu 咬住 遥祝 妖术
ycvv 腰椎
ycvx 要抓
ycw 瑶 珧
ycwd 珧
ycwf 要闻 要问 瑶
ycwh 遥望 药王
ycwj 药丸 要玩
ycwo 要我
ycwr 以此为荣
ycwu 药物 要务
ycwv 以此为准
ycww 腰围 药味 要位 要为
ycx 耀 一次性 要 爻 肴
ycxf 耀
ycxh 野草闲花
ycxi 腰系
ycxk 药性 一次性 摇醒 侥幸
ycxl 遥想 药香 药箱 要想 要向 要像
ycxm 腰线 要先
ycxn 药效 要
ycxo 肴
ycxp 要挟 药械 要写
ycxt 药学 要学
ycxx 爻 咬下
ycy 谣
ycya 咬牙
ycyb 药引
ycyc 摇摇 遥遥 瑶瑶 妖妖
ycye 药业 药液 吆喝 摇曳 要喝 妖冶
ycyf 谣
ycyg 与此有关
ycyi 阴错阳差 摇尾 摇椅 要以 要义
ycyj 谣言 耀眼 腰眼 妖艳 妖言
ycyk 鹞鹰
ycym 一草一木
ycyq 淫词艳曲
ycyr 遥远 要员
ycys 要用 药用
ycyt 要约 邀约 要说
ycyu 药浴 要与 有财有势
ycyy 摇匀
ycyz 要有 要由
ycz 邀 遥
yczc 一错再错 药皂
yczd 要在 要再
yczf 遥
yczi 油菜籽 鹞子 腰子 咬字
yczo 要做
yczu 瑶族
yczv 咬嘴
yczw 邀
yczz 要走
yd 一定
yda 印第安
ydan 印第安 印第安纳
ydar 印第安人
ydb 一大半
ydba 一大把
ydbd 一动不动 尾大不掉 鱼肚白 一代不如一代 以德报德
ydbf 一大部分
ydbh 一大帮
ydbi 一大笔 药到病除
ydbj 一大半 一动不如一静
ydbu 言多必失 艺多不压身
ydby 以德报怨
ydcr 应对从容
ydd 一点点
yddc 一道道 移动到
yddd 有多大 一代代
yddi 一滴滴 说到底
yddm 以点带面 一点点 一丁点 由点到面
yddo 一朵朵
yddv 一大堆 一对对 一堆堆
yddx 有多大关系 说东道西
yde 一点儿
ydei 易地而处
ydel 远道而来
yder 一点儿 有点儿
ydf 一顿饭
ydfi 雨打风吹
ydfj 一顿饭
ydfl 一代风流
ydfn 一定范围内
ydfq 云淡风轻
ydfr 以德服人
ydfu 有的放矢 愿赌服输 运动服
ydfw 一定范围
ydg 一等功
ydgc 有多高
ydgd 以毒攻毒
ydge 有多个
ydgf 有点过分
ydgs 一等功
ydgv 有点固执
ydgx 有点搞笑
ydh 一段话
ydhc 说得好
ydhe 约旦河
ydhl 移动互联
ydhp 有点害怕
ydhv 一定会
ydhx 一段话 一朵花
ydhz 焉得虎子
ydi 一大串
ydid 一定程度
ydih 运动场
ydir 一大串
ydiu 一定程度上
ydiy 远渡重洋
ydj 一等奖
ydjd 一定阶段
ydji 影碟机 永动机
ydjl 一等奖
ydjn 印度教
ydjp 一大截
ydjq 要多久
ydju 邮电局
ydk 一大口
ydkb 有点恐怖
ydkk 运动会
ydkv 有点夸张
ydkx 有点可惜
ydky 一定可以
ydkz 一大口
ydl 意大利
ydld 一刀两断 意大利队
ydli 意大利 原动力
ydll 运动量 一定量
ydln 喝多了
ydlo 一大摞
ydlr 意大利人
ydlw 一滴泪
ydly 意大利语
ydm 源代码
ydma 源代码
ydmf 有点麻烦
ydmm 有点迷茫
ydn 雅典娜
ydna 雅典娜
ydnc 用电脑
ydno 雅典娜
ydny 印度尼西亚
ydoo 也对哦
ydp 一大片
ydpb 一等品
ydpi 一大批
ydpm 一大片
ydq 一大群
ydqi 阅读器
ydqp 一刀切
ydqx 以大欺小
ydqy 一大群
ydr 有的人
ydrf 一代人 有的人 印度人
ydrl 应答如流 应对如流
yds 胰岛素
ydsb 亚的斯亚贝巴
ydsi 约定俗成
ydsu 胰岛素
ydt 冤大头
ydtb 原地踏步
ydtx 一定条件下
ydtz 冤大头
ydu 有点事
ydud 有点舍不得
yduf 有多深
ydug 有多少个
ydui 有点事 也都是 有的是 有道是 用的是 一定是
yduj 一段时间 雁荡山
yduo 应当说
yduq 有待商榷 要多少钱
ydur 诱敌深入 有多少人
yduu 议定书
yduv 一滴水
yduw 有点失望
ydv 用得着
ydvc 应对之策
ydvg 一定之规
ydvh 有多长
ydvj 运动战
ydvo 用得着
ydvy 因地制宜 远渡重洋
ydw 亚丁湾
ydwj 亚丁湾
ydwk 一睹为快
ydwm 羊大为美
ydwt 有点问题
ydww 原单位
ydx 运动鞋
ydxi 样东西
ydxk 压倒性 运动型
ydxl 有点像
ydxp 运动鞋
ydxu 异端邪说
ydy 印度洋
ydyb 一点也不
ydyc 一定要
ydyd 一点一滴
ydyh 有点遗憾 印度洋
ydyi 一对一
ydyj 阴道炎
ydyp 移动硬盘
ydyq 压倒一切
ydyr 伊甸园 有多远 运动员 邮递员
ydys 有点意思
ydyu 有得有失
ydyv 有胆有识
ydyx 有点印象
ydyy 有多远滚多远
ydz 一大早
ydzc 一大早
ydzh 一肚子火
ydzi 一肚子
ydzq 一肚子气
ye 也 野 喝 射 邪 咽 椰 噎 耶 爷 冶 页 掖 业 叶 曳 腋 夜 液 靥 谒 邺 揶 晔 烨 铘 倻 吔 嘢 堨 楪 焆 馌
yea 页
yean 液氨
year 页
yeb 爷
yeba 也罢 也把
yebc 业报
yebe 爷
yebf 引而不发 夜奔
yebh 食而不化
yebi 也比
yebj 夜班 议而不决 夜半
yebk 叶柄
yebp 也别
yebu 也不
yebw 喝杯
yec 野草
yecc 野草
yecd 野菜 也才 喝彩 椰菜
yecg 也曾
yeci 页次
yecj 野餐 夜餐
yecs 也从
yed 液 冶
yeda 夜大
yedc 邪道 喝到 喝道
yedd 也大 业大 夜大
yedg 夜灯
yedi 野地 喝的
yedj 耶诞 液氮
yedk 冶 页顶
yedl 掩耳盗铃
yedm 以耳代目 喝点 夜店
yedn 液
yedo 也多 喝多
yedt 悦耳动听
yedu 邪毒
yedv 也对
yedw 也得 喝得
yedz 也都
yee 耶
yeee 耶 野鹅 夜蛾
yef 揶 掖
yefe 揶
yefg 夜风
yefl 养儿防老
yefn 掖
yefu 耶夫
yefw 也非
yeg 也该
yegd 也该
yegf 也跟
yegg 也更
yegj 也敢
yegk 也怪
yegl 夜光
yego 野果 喝过
yegs 夜工
yegv 夜归 野鬼
yegz 野狗 也够
yeh 烨 焆
yehc 也好
yehd 也还
yehe 野合
yehf 也很
yehh 也行 夜行
yeho 野火 夜火 焆
yehr 也还
yehu 夜壶 也和 业户 烨
yehv 也会
yehx 野花 液化 夜话
yei 靥
yeia 夜叉 喝茶
yeie 以讹传讹
yeig 也成 也称
yeih 夜场 也常
yeii 喝斥
yeim 靥
yeiv 野炊
yej 铘
yejb 冶金
yeje 铘
yeji 业绩 也即 也给 野鸡
yejk 液晶 业经 夜景
yejl 也将
yejm 夜间 叶尖 谒见
yejn 页脚 邪教 也叫 也较
yejp 业界
yejq 也就 喝酒
yeju 夜车
yek 叶 喝 咽 噎 吔 嘢
yeka 噎
yekd 咽
yeke 也可
yekj 也看
yekk 也快 也会
yekl 嘢
yeks 夜空
yeku 叶
yekv 喝
yeky 吔
yel 业 野 曳
yela 业
yelb 椰林
yeld 也来
yelh 野狼 夜郎
yeli 夜里
yelj 夜阑
yelk 邪灵 喝令
yell 野
yelm 冶炼
yeln 喝了
yelp 曳
yelu 耶鲁 邪路
yelv 耶律
yely 叶轮
yem 椰 楪
yema 野马 页码
yemc 野猫 腋毛 叶茂
yeme 椰
yemf 也门 邪门 爷们
yemh 夜盲
yemj 野蛮
yemm 页面 叶面 楪
yemo 邪魔 也没 叶脉
yemu 夜幕
yemw 也没 页眉
yen 也难
yend 喝奶
yeng 也能
yenj 也难
yenm 邪念
yenn 野鸟
